nombre_indicador,SpatialDimType,SpatialDim,SpatialDim_es,TimeDim,Numeric_value,Porcentaje_embarazo_juvenil
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2005,75.106,7.510599999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2006,75.196,7.5196
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2007,74.661,7.4661
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2008,75.844,7.5844
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2009,76.455,7.6455
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2010,76.263,7.6263000000000005
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2011,76.45,7.6450000000000005
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2012,76.649,7.6649
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2013,76.883,7.6883
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2014,76.878,7.6878
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2015,76.163,7.6163
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2016,75.452,7.5451999999999995
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2017,73.784,7.378400000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2018,73.67,7.367
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2019,72.448,7.2448
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2020,71.302,7.1302
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2021,70.347,7.034699999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2022,69.916,6.9916
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2023,69.598,6.9597999999999995
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,PRY,Paraguay,2024,69.251,6.9251000000000005
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,1995,124.243,12.424299999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,1996,123.415,12.3415
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,1997,119.688,11.9688
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,1998,118.018,11.8018
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,1999,113.604,11.3604
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2000,107.896,10.7896
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2001,100.786,10.0786
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2002,92.917,9.2917
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2003,86.67,8.667
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2004,82.695,8.269499999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2005,80.265,8.0265
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2006,77.46,7.7459999999999996
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2007,76.217,7.6217
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2008,73.788,7.3788
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2009,72.071,7.2071
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2010,70.912,7.091200000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2011,70.951,7.0950999999999995
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2012,70.643,7.0643
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2013,70.62,7.062
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2014,70.115,7.0115
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2015,70.359,7.0359
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2016,65.213,6.521299999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2017,61.531,6.1531
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2018,58.197,5.8197
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2019,57.808,5.7808
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2020,56.83,5.683
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2021,55.89,5.589
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2022,54.546,5.4546
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2023,53.511,5.351100000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SLV,El Salvador,2024,52.779,5.277900000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,1995,96.422,9.642199999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,1996,93.367,9.3367
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,1997,89.875,8.9875
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,1998,79.724,7.9724
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,1999,77.158,7.7158
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2000,80.478,8.047799999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2001,83.662,8.366200000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2002,82.41,8.241
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2003,78.707,7.870699999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2004,78.848,7.8848
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2005,76.108,7.6108
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2006,72.157,7.2157
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2007,70.221,7.0221
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2008,68.235,6.8235
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2009,66.226,6.6226
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2010,64.169,6.4169
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2011,60.634,6.0634
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2012,58.04,5.804
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2013,58.416,5.8416
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2014,58.651,5.8651
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2015,60.131,6.0131
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2016,60.34,6.034000000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2017,60.866,6.0866
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2018,58.077,5.8077
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2019,56.966,5.6966
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2020,56.028,5.6028
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2021,56.137,5.6137
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2022,55.223,5.5222999999999995
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2023,54.262,5.4262
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SUR,Suriname,2024,53.422,5.3422
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),1995,52.157,5.2157
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),1996,50.699,5.0699
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),1997,47.403,4.7402999999999995
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),1998,42.776,4.2776000000000005
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),1999,40.276,4.0276000000000005
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2000,38.747,3.8747
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2001,35.696,3.5696
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2002,33.896,3.3896
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2003,33.95,3.3950000000000005
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2004,33.871,3.3871
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2005,34.773,3.4773000000000005
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2006,36.129,3.6129
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2007,30.687,3.0687
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2008,34.282,3.4281999999999995
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2009,31.64,3.164
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2010,33.126,3.3125999999999998
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2011,35.041,3.5040999999999998
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2012,33.311,3.3311
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2013,29.866,2.9866
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2014,27.748,2.7748
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2015,25.755,2.5755
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2016,23.962,2.3962
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2017,23.32,2.332
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2018,23.405,2.3405
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2019,24.258,2.4257999999999997
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2020,24.846,2.4846
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2021,24.994,2.4994
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2022,24.52,2.452
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2023,24.34,2.434
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,SXM,Sint Maarten (Países Bajos),2024,24.346,2.4346
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,1995,41.736,4.1735999999999995
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,1996,37.142,3.7142000000000004
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,1997,34.285,3.4284999999999997
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,1998,32.168,3.2168
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,1999,31.035,3.1035
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2000,30.911,3.0911
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2001,31.686,3.1686
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2002,30.938,3.0938
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2003,30.124,3.0124
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2004,29.075,2.9074999999999998
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2005,27.823,2.7823
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2006,26.1,2.6100000000000003
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2007,24.905,2.4905
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2008,23.676,2.3676
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2009,21.774,2.1774
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2010,20.498,2.0498000000000003
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2011,20.132,2.0132000000000003
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2012,20.359,2.0359000000000003
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2013,20.328,2.0328
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2014,19.67,1.967
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2015,19.653,1.9652999999999998
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2016,19.518,1.9518
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2017,18.759,1.8759000000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2018,17.856,1.7856
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2019,17.137,1.7137
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2020,17.15,1.7149999999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2021,17.148,1.7147999999999999
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2022,16.551,1.6550999999999998
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2023,15.933,1.5933
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TCA,Islas Turcas y Caicos,2024,15.465,1.5465
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,1995,43.707,4.3707
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,1996,41.91,4.191
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,1997,39.992,3.9991999999999996
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,1998,39.24,3.9240000000000004
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,1999,39.289,3.9289
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2000,38.992,3.8991999999999996
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2001,38.807,3.8807
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2002,38.137,3.8137
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2003,38.447,3.8447000000000005
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2004,39.002,3.9002000000000003
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2005,37.153,3.7153
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2006,39.298,3.9298
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2007,40.638,4.0638
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2008,41.406,4.1406
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2009,41.753,4.1753
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2010,41.94,4.194
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2011,41.971,4.1971
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2012,41.678,4.1678
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2013,41.284,4.1284
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2014,40.267,4.0267
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2015,39.97,3.997
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2016,40.032,4.0032
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2017,39.07,3.907
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2018,39.09,3.9090000000000003
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2019,39.109,3.9109000000000003
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2020,38.57,3.857
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2021,38.132,3.8131999999999997
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2022,37.73,3.7729999999999997
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2023,37.366,3.7366
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,TTO,Trinidad y Tabago,2024,37.304,3.7304000000000004
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,1995,68.548,6.8548
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,1996,68.845,6.8845
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,1997,68.215,6.8215
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,1998,66.88,6.688
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,1999,71.003,7.1003
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2000,70.557,7.0557
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2001,70.794,7.0794
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2002,70.262,7.0262
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2003,66.635,6.663500000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2004,64.987,6.4986999999999995
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2005,68.171,6.817100000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2006,67.703,6.770300000000001
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2007,65.74,6.574
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2008,65.588,6.5588
Tasa de fecundidad en adolescentes (nacimientos por 1 000 mujeres de 15 a 19 años),COUNTRY,URY,Uruguay,2009,65.45,6.545
